category,name,latitude,longitude,Zipcode
supermarket,Raley's,38.6766382,-121.8012661,95695
parking,Unnamed,33.8366474,-117.9001777,92805
parking,Unnamed,36.7598706,-118.9018162,93628
parking,Marvin Pass Trailhead,36.7408653,-118.7383283,
parking,Unnamed,32.9031645,-116.4554202,91948
supermarket,Food Source,38.6827463,-121.4552798,95673
parking,Unnamed,33.5465384,-117.793272,92651
supermarket,Corral Market & Deli,36.5783697,-121.727323,93908
supermarket,Ralphs,34.0317653,-118.290833,90007
supermarket,Indian Groceries,38.6701019,-121.5046585,95835
supermarket,Natraj Indian Foods,38.6498924,-121.5104683,95834
parking,Oridina Connector Staging Area,37.8999085,-122.2104328,94563
hotel,Unnamed,34.2382872,-116.9410258,92315
hotel,Quality Inn - Monterey Beach Dunes,36.6993722,-121.805041,93933
hotel,Sanctuary Beach Resort,36.6999863,-121.8061198,93933
hotel,Our Peace of Mammoth - condo rental,37.6476414,-118.987715,93546
supermarket,Nob Hill,37.2376501,-121.832311,95123
supermarket,Western Pacific Filipino Grocery,37.388986,-122.0046114,94085
parking,Unnamed,38.5176985,-121.7528037,95616
supermarket,O'Brian's Market,37.7316163,-120.9600001,95367
supermarket,Save Mart,37.713534,-120.9568004,95367
parking,Unnamed,34.0106321,-116.1685914,
parking,Unnamed,34.0107286,-116.1683209,
supermarket,Rancho San Miguel Markets,38.5472861,-121.455906,95817
supermarket,FoodMaxx,38.4948653,-121.46112,95824
supermarket,Grocery Outlet,37.3383046,-121.883998,95113
supermarket,La Tiendita,32.8274466,-117.2052704,92117
parking,Unnamed,37.8716947,-122.224246,94563
parking,Daily Permit Parking Dispenser ($2 Fee/Day),33.5480274,-117.6653641,92694
parking,Daily Permit Parking Dispenser ($2 Fee/Day),33.548166,-117.664569,92694
parking,Unnamed,37.9433237,-122.4108762,94801
parking,Unnamed,38.0271369,-119.0846705,
parking,Skylandia Parking,39.1868911,-120.1104969,96145
parking,Unnamed,36.9355495,-121.8641194,
parking,Unnamed,36.9576533,-121.8642444,95003
parking,Unnamed,38.6959902,-119.8434539,
supermarket,Thriftway,41.2132282,-122.2720452,96025
supermarket,Nitta Ranch,38.8175619,-121.219647,95650
parking,Unnamed,38.5274736,-121.8044785,95616
supermarket,Grocery Outlet,37.7415785,-122.405368,94124
supermarket,Ralphs,34.0178788,-117.59212,91761
supermarket,Sprouts Farmers Market,33.6542966,-117.645924,92691
parking,Unnamed,38.7720489,-121.3724917,95747
parking,Unnamed,38.7724906,-121.3731994,95747
parking,Unnamed,38.7717258,-121.3736291,95747
supermarket,Unnamed,37.4805753,-122.2175731,94063
parking,Unnamed,38.8005328,-121.2839229,95765
supermarket,Market World,33.8231996,-118.341167,90505
supermarket,Save Mart,36.1351305,-120.360718,
supermarket,Walmart Neighborhood Market,36.807126,-119.680832,93611
supermarket,Mitsuwa Marketplace,37.3149469,-121.9782,95129
supermarket,Nijiya Market,32.8142761,-117.1539803,92111
supermarket,Hankook,37.3515939,-122.001344,94087
parking,Unnamed,38.7783906,-121.3715731,95747
parking,Unnamed,38.778395,-121.3733234,95747
parking,Unnamed,38.7784519,-121.3726359,95747
supermarket,Five Markets,37.7529431,-122.408716,94110
supermarket,Chavez Supermarket,37.470651,-122.2033108,94061
supermarket,Pena Meat and Food Market,37.4720461,-122.2047252,94061
supermarket,Marina Food,37.4934798,-121.9298209,94539
parking,Unnamed,38.7432136,-121.3124775,95678
parking,Unnamed,37.2080141,-122.3330962,
parking,Unnamed,41.7135001,-121.5076376,
parking,Unnamed,41.7135625,-121.5076896,
supermarket,Big Food Saver,34.0632749,-118.1030018,91770
parking,Unnamed,37.0284746,-121.7433217,95976
parking,Unnamed,37.028767,-121.7419028,95976
parking,Unnamed,37.0294852,-121.7425851,95976
parking,Unnamed,37.0298949,-121.7424643,95976
parking,Unnamed,36.954559,-122.0624938,95064
supermarket,HK Market,34.074174,-118.308883,90004
parking,Unnamed,36.9611018,-121.8882272,95003
parking,Unnamed,36.96411,-121.8893612,95003
supermarket,Ralphs,32.7285191,-117.226322,92106
parking,Unnamed,37.0366436,-122.0162551,95066
parking,Unnamed,37.9258069,-121.7505192,94513
parking,Unnamed,36.9763397,-121.8863744,95003
parking,Unnamed,32.8351696,-117.0363664,92119
parking,Unnamed,32.8353927,-117.037287,92119
parking,Unnamed,38.7745599,-121.3674712,95747
parking,Unnamed,38.7747204,-121.3671599,95747
parking,Unnamed,36.9484003,-121.8642957,95003
parking,Unnamed,36.9487591,-121.8645045,95003
parking,Unnamed,36.9492052,-121.8647159,95003
parking,Unnamed,36.9497084,-121.8649246,95003
parking,Unnamed,37.2444089,-122.1091456,
parking,Unnamed,37.245127,-122.1097679,
parking,Unnamed,37.2459476,-122.1104304,
parking,Unnamed,37.2555205,-122.1178285,
parking,Unnamed,37.9123482,-121.885238,94157
parking,Unnamed,36.9650073,-122.022718,95061
parking,Unnamed,37.1305697,-121.9586282,95033
parking,Unnamed,37.0482621,-121.9638791,95065
parking,Unnamed,37.041848,-121.9853286,95065
parking,Unnamed,34.0909398,-117.8167184,91773
parking,Unnamed,36.4979176,-117.2270786,
supermarket,Walmart Neighborhood Market,33.199721,-117.3749031,92054
supermarket,Save Mart,38.0786638,-120.55566,95222
parking,Tower climb Carson trail,38.0149918,-120.5254959,
parking,Cal U Parking,40.0668551,-79.8848158,15419
supermarket,Trader Joe's,33.8689672,-118.058037,90703
supermarket,Mulberries' Market,37.825051,-122.232837,94611
parking,Unnamed,38.317863,-123.032329,94923
parking,Unnamed,38.3174,-123.032435,94923
parking,El Pueblo Inn,38.294073,-122.474791,95409
supermarket,Walmart Neighborhood Market,33.845619,-118.038726,90623
parking,Unnamed,33.5478251,-117.7821692,92652
supermarket,Raley's,38.4540842,-122.7713992,95403
parking,Salito's and Bar Bocce parking,37.859655,-122.485405,94965
parking,Unnamed,36.857572,-121.8129248,
parking,Unnamed,33.7054005,-116.9935911,92543
parking,Unnamed,36.9704485,-121.9822014,95062
parking,Bridge Spot,38.0463348,-122.129088,94510
parking,Unnamed,38.0869384,-122.1127222,
parking,Julia Pfeiffer Burns State Park,36.1588914,-121.6692249,93920
supermarket,Monte Vista Food Center,37.8254386,-122.2534898,94611
hotel,Calmada Private Resort & Boutique Hotel,34.1876423,-116.4999802,92268
parking,Unnamed,36.9349303,-121.7962511,95019
parking,Unnamed,38.297486,-122.286468,94559
parking,Unnamed,38.297346,-122.287806,94559
parking,Unnamed,39.269814,-121.025554,95959
parking,Unnamed,39.269034,-121.027104,95959
parking,Unnamed,39.269713,-121.027281,95959
parking,Willo parking,39.268343,-121.05672,95959
parking,Unnamed,39.266035,-121.032897,95959
parking,Unnamed,39.266512,-121.030983,95959
parking,Unnamed,39.286075,-120.944095,
parking,Unnamed,39.286991,-120.945364,
supermarket,La Hacienda Supermarket,37.5761369,-122.3205471,94401
supermarket,Safeway,37.336179,-122.0347351,95014
parking,Unnamed,37.4461756,-121.8558473,95035
parking,Broadway Market Parking,38.275385,-122.460615,95476
parking,Broadway Market Parking,38.275698,-122.460788,95476
parking,Unnamed,38.296395,-122.475102,95476
parking,Unnamed,38.293022,-122.474702,95476
parking,Unnamed,38.29777,-122.475923,95476
parking,Unnamed,38.298747,-122.475778,95476
parking,LMB Upper Parking,37.0115234,-121.933661,95073
parking,Unnamed,41.9772118,-122.4426977,
parking,Unnamed,38.4959158,-123.0053232,95446
hotel,Unnamed,35.1639178,-120.6885852,93449
parking,Unnamed,37.1024094,-122.1217967,95007
parking,Unnamed,33.5328643,-117.3927965,
parking,Unnamed,33.5322954,-117.3929903,
parking,Parks Creek Trailhead,41.3428729,-122.5377022,
hotel,Unnamed,33.9824083,-118.4575418,90292
hotel,Unnamed,35.1318967,-120.6057351,93433
hotel,Inn at Avila Beach,35.178504,-120.731961,93424
parking,Unnamed,37.5241511,-122.5163805,94038
parking,Unnamed,35.1908617,-120.4571737,
parking,Unnamed,35.2062472,-120.4633672,
supermarket,Nature's Health Food and Cafe,33.814211,-116.528506,92264
parking,Unnamed,37.0157291,-122.200621,95017
parking,Unnamed,37.2351739,-122.0619219,
parking,Unnamed,38.5519376,-122.5219387,
parking,Unnamed,38.5714442,-122.5549332,94515
parking,Unnamed,34.2081976,-118.8826004,91360
parking,Unnamed,34.2088298,-118.8839335,91360
parking,Unnamed,34.2072782,-118.8840935,91360
parking,Unnamed,34.2082264,-118.8840354,91360
parking,Unnamed,34.2082132,-118.8814283,91360
parking,Unnamed,34.2064242,-118.8844286,91360
parking,Unnamed,34.2085258,-118.8846738,91360
parking,Parking Structure (56),32.8162633,-117.0028122,92020
parking,Unnamed,37.2497084,-122.0693871,
parking,Unnamed,37.2505342,-122.0683149,
parking,Unnamed,37.2507564,-122.0686886,
supermarket,State Foods Supermarket,36.9854987,-120.6384304,93620
supermarket,Star Super Market,36.7520544,-120.3880001,93640
supermarket,Garcia's Market,36.7485731,-120.3876976,93622
parking,Unnamed,34.040288,-116.1977645,
supermarket,Super Save,36.9752393,-120.0581264,93638
parking,Unnamed,37.3382982,-119.0039151,93642
supermarket,Albertsons,35.125645,-118.469385,93561
supermarket,Superior (market),33.8556925,-118.1667143,90805
supermarket,Arteaga's,37.9325555,-121.2838261,95206
supermarket,La Superior,37.972345,-121.2678189,95205
parking,Unnamed,38.5511632,-122.5171733,94574
parking,Unnamed,34.1250847,-116.7668805,
hotel,Unnamed,35.180017,-120.735416,93424
supermarket,99 Ranch Market,37.5535619,-122.2571467,94404
supermarket,Bel Air,38.6252538,-121.2635602,95670
supermarket,Davis Ranch,38.4935621,-121.1695904,95683
supermarket,The Farm Bowl,38.0202712,-121.2035253,
supermarket,Sprouts Farmers Market,32.7943974,-117.192527,92117
parking,Unnamed,37.4448619,-122.402819,94019
parking,Unnamed,37.2946801,-122.0816201,
parking,Unnamed,33.1154892,-117.2622737,92009
parking,Unnamed,37.7829679,-119.0725943,93529
parking,Bermgarten Parking,39.3363841,-120.2222076,95161
parking,Unnamed,37.8767437,-119.3942142,
supermarket,The Kebab Shop,32.9190676,-117.1215733,92126
hotel,Unnamed,35.5575734,-121.077848,93428
parking,Unnamed,37.8698358,-119.6490209,
supermarket,Loma Linda Market Juice Bar,34.0508525,-117.2595942,92350
supermarket,Fresco Community Market,34.1048359,-118.183443,90042
supermarket,Cost Less Food,37.776124,-120.854776,95361
supermarket,Big Boy,37.794941,-120.985255,95320
parking,Glacier Meadows Trailhead,39.3406918,-120.3399842,95724
hotel,Burton Inn,35.5624384,-121.0819684,93428
hotel,Unnamed,35.562733,-121.0824605,93428
parking,Unnamed,40.9516677,-123.6260252,95573
parking,Unnamed,41.5102019,-122.3670097,
parking,Unnamed,40.3658166,-120.6518545,96130
parking,Unnamed,40.4820634,-122.3016511,96007
parking,Unnamed,40.524849,-122.3738194,96001
parking,Unnamed,40.087508,-120.9144419,95934
parking,Unnamed,39.5323186,-121.4720981,95966
parking,Unnamed,39.7172352,-120.5478839,96106
parking,Unnamed,39.0014741,-122.7523566,95451
parking,Unnamed,38.9517012,-122.7188232,95451
parking,Unnamed,39.0263187,-121.0467309,95602
parking,Unnamed,38.9659918,-121.0709884,95602
parking,Unnamed,38.6811234,-121.0475448,95762
parking,Unnamed,38.7005496,-121.0093148,95672
parking,Unnamed,38.7250861,-121.1952114,95746
parking,Unnamed,38.6929577,-121.3240399,95842
parking,Unnamed,38.4345827,-122.8447731,95444
parking,Unnamed,38.3141639,-122.5003215,95476
parking,Unnamed,38.2912057,-122.0724219,94534
parking,Unnamed,38.2565786,-122.1703558,94534
parking,Unnamed,38.0161184,-122.6618664,94963
parking,Unnamed,37.9097488,-122.5381998,94941
parking,Unnamed,38.2567455,-120.3274177,95223
parking,Unnamed,38.1630058,-120.4090916,95247
parking,Unnamed,38.0107285,-120.303822,95370
parking,Unnamed,34.433153,-119.6156249,93108
parking,Unnamed,34.4350031,-119.6105419,93067
parking,Unnamed,34.6010891,-118.0644033,93550
parking,Unnamed,34.8803281,-116.957971,
parking,Unnamed,34.5777336,-117.3587428,92368
parking,Unnamed,34.4918016,-117.2669178,92395
parking,Unnamed,34.4473962,-117.2368069,92308
parking,Unnamed,34.5283691,-117.2267954,92307
parking,Unnamed,33.7852406,-118.2897566,90744
parking,Unnamed,34.1403905,-117.9465874,91010
supermarket,Sprouts Farmers Market,38.6193357,-121.3983183,95821
parking,Unnamed,34.045536,-117.7693363,91766
parking,Unnamed,34.1372762,-117.7845978,91773
parking,Unnamed,34.1386266,-117.7674553,91750
parking,Unnamed,34.1482648,-117.7535634,91750
parking,Unnamed,34.1527358,-117.3206828,92405
parking,Unnamed,34.0710024,-117.3593163,92316
parking,Unnamed,33.9856732,-117.4586015,92509
parking,Unnamed,33.8069233,-117.5361751,92883
parking,Casta del Sol Golf Course,33.6170068,-117.6494139,92692
hotel,La Paloma,33.3419725,-118.3283672,90704
parking,Unnamed,33.7220141,-116.9898808,92543
parking,Unnamed,32.771064,-117.0172736,91941
parking,Unnamed,33.7987583,-116.4326692,92276
parking,Unnamed,38.7741695,-121.3663394,95747
parking,Unnamed,41.5267733,-124.0792363,45548
parking,Unnamed,37.7595216,-120.8423777,95361
parking,Unnamed,36.3731199,-121.9060298,
parking,Unnamed,36.3800827,-121.9019101,
parking,Unnamed,36.3831312,-121.9012556,
parking,Unnamed,36.4021109,-121.9076466,
parking,Unnamed,36.4011908,-121.9067099,
parking,Unnamed,36.3910973,-121.9019049,
parking,Unnamed,36.3879145,-121.9011791,
parking,Unnamed,36.3857343,-121.9006513,
parking,Unnamed,36.3663577,-121.899898,
parking,Unnamed,36.3691321,-121.9018557,
parking,Unnamed,36.3589124,-121.9004617,
parking,Unnamed,36.3573324,-121.9028167,
parking,Unnamed,36.3562055,-121.902358,
parking,Unnamed,36.3455182,-121.8939224,
parking,Unnamed,36.3444086,-121.8920031,
parking,Unnamed,36.3476735,-121.8962154,
parking,Unnamed,36.3482377,-121.8965563,
parking,Unnamed,36.3509947,-121.8979433,
parking,Unnamed,36.3519767,-121.8977361,
parking,Unnamed,36.3317836,-121.8876654,
parking,Unnamed,37.3299539,-118.5793141,
parking,Unnamed,37.3274614,-118.5757057,
supermarket,Smart & Final,33.8347955,-118.117734,90713
supermarket,Sprouts Farmers Market,33.8356956,-118.117745,90713
supermarket,Lucky,37.3291817,-121.966786,95050
supermarket,Unnamed,40.5308106,-121.5622266,
parking,Unnamed,38.796646,-119.9741497,
parking,Unnamed,38.8646394,-119.9896671,96150
supermarket,Save Mart,35.1227278,-118.468393,93561
supermarket,Grocery Outlet,36.7397308,-119.781514,93721
parking,Middle Bar Trail Access Point,38.2986194,-120.7502644,
parking,Unnamed,33.9458299,-118.3907534,90009
parking,Cooks Mesa Mokelumne Coast to Crest Trial Acess,38.2182193,-120.884437,95225
parking,Camanche South South Shore Staging Area,38.2137889,-120.9170492,95225
parking,Campo Seco Staging Area,38.2301159,-120.8308701,
parking,Rich Gulch Trail Access Point,38.2860171,-120.7572811,
parking,Unnamed,37.9080194,-122.3442712,94804
supermarket,Hilmar Market,37.4108749,-120.848937,95324
supermarket,Westside Grocery,37.3606024,-120.7403361,95334
parking,Donner Summit California State Snopark,39.33911,-120.343283,95724
hotel,Oasis Villa Resort,33.795619,-116.5022151,92264
parking,Unnamed,32.6471668,-116.9311347,91915
supermarket,FoodMax,37.6877467,-122.1352281,94580
parking,Parking Terraces,37.1572245,-122.2032424,
parking,Unnamed,37.1590566,-122.2057036,
parking,Unnamed,36.072382,-121.5966377,
parking,Unnamed,36.9809223,-122.0478994,95064
parking,Unnamed,36.9809887,-121.9200298,95003
parking,Unnamed,36.9811043,-121.9197134,95003
parking,Unnamed,36.9814335,-121.9213314,95003
parking,Unnamed,36.9815199,-121.9191343,95003
parking,Unnamed,36.9816602,-121.9208852,95003
parking,Unnamed,36.9818401,-121.9205071,95003
parking,Unnamed,36.9819092,-121.9217958,95003
parking,Unnamed,36.9821271,-121.9224591,95003
parking,Unnamed,36.9729116,-121.9108581,95003
parking,Unnamed,36.9738477,-121.9121101,95003
parking,Unnamed,36.9741343,-121.9120391,95003
parking,Unnamed,36.9815338,-122.056467,95064
parking,Unnamed,32.8773313,-117.2507982,92093
parking,Unnamed,35.990809,-118.3653913,
supermarket,Pokerville Market,38.4719985,-120.8508113,95669
parking,Unnamed,34.0680432,-118.2702458,90026
supermarket,Save Mart,37.7981463,-121.238931,95337
hotel,Wine and Roses,38.1464315,-121.3073423,95258
parking,Unnamed,36.9792156,-121.9986519,95062
parking,Gumboot PCT Parking,41.2086089,-122.5194527,
parking,Unnamed,36.2887077,-121.8511847,
supermarket,Viva,38.6448411,-121.4586691,95838
supermarket,Besan’s International Market,37.6238849,-122.411046,94066
parking,Gray Pine Flat,38.7140376,-123.031277,
parking,No Name Flat,38.7143057,-123.035709,
parking,Lone Rock,38.7152711,-123.045991,
supermarket,Ralphs,33.1306589,-117.166728,92078
parking,Unnamed,39.5080178,-123.5163955,
parking,Lower Gorge Parking,37.498273,-118.5654656,
parking,Unnamed,41.2751237,-122.3440492,
parking,Unnamed,41.2785168,-122.343061,
parking,Unnamed,41.2773396,-122.3428357,
parking,Unnamed,41.2770574,-122.3452067,
parking,Historic Life-Saving Service Cemetery Parking,38.094302,-122.9292568,94937
parking,Unnamed,35.3675539,-120.8665151,93442
parking,Unnamed,35.4492277,-120.9267097,93430
parking,Unnamed,35.4511383,-120.9436994,93430
parking,Unnamed,35.4536282,-120.9509726,93430
parking,Unnamed,35.4550852,-120.9550396,93430
parking,Unnamed,35.4586129,-120.9615038,93430
parking,Unnamed,35.45439,-120.9539261,93430
supermarket,JT Trading Post,34.1352165,-116.3168797,92277
hotel,Unnamed,34.1345354,-116.31165,92295
parking,Unnamed,38.7834239,-121.2139612,95677
supermarket,Tahoe Central Market,39.2365317,-120.0236702,96143
parking,Unnamed,38.781319,-121.2051694,95677
parking,Unnamed,41.318407,-122.3065779,96067
hotel,Unnamed,32.6408101,-117.097487,91910
parking,Lot D,38.5309812,-121.6251931,
parking,Unnamed,35.6511157,-121.2099435,
parking,Unnamed,35.675931,-121.2845367,
parking,Unnamed,37.3127992,-122.0896322,94024
parking,Unnamed,38.666518,-121.1631318,95630
parking,Unnamed,37.8995587,-121.8733991,94157
parking,Unnamed,34.2387614,-116.9488657,92333
supermarket,Pacifica Farmers Market,37.6508172,-122.4917934,94044
supermarket,Sun Valley Market,37.613574,-122.4863381,94044
supermarket,Sun Valley Fine Food,37.5828389,-122.4753837,
parking,Unnamed,39.1988481,-123.7673942,95410
parking,Unnamed,35.7651044,-121.3202195,
supermarket,Stater Bros.,34.0715538,-117.1401034,92374
parking,Unnamed,39.3408279,-120.3476353,95724
supermarket,Grocery Outlet,37.9755488,-120.378671,95370
supermarket,Safeway,37.9737519,-120.3620445,95370
parking,Unnamed,37.6445989,-122.4929931,94044
supermarket,best buy market,36.3134312,-119.3059128,93279
parking,Disneyland Hotel Service Parking,33.8084037,-117.926852,92802
supermarket,Walmart Neighborhood Market,34.1343361,-117.241934,92404
parking,Unnamed,37.6357855,-122.4822062,94044
supermarket,Super Mercado,37.6100056,-120.9940854,95358
parking,Unnamed,39.2630178,-120.6567936,95715
parking,Unnamed,38.7405065,-121.2298759,95661
supermarket,Valu Food Wholesalers,34.1149585,-118.0730234,91780
supermarket,Mr. G's Country Store,36.5429603,-119.831597,93609
supermarket,Ralphs,34.1053054,-118.0640557,91780
parking,Unnamed,37.667074,-122.0952121,94541
supermarket,6001 California Market (Appel & Dietrich),37.7839057,-122.4819672,94121
parking,Unnamed,41.8117587,-124.1085365,
parking,Unnamed,41.8020675,-124.0850664,
parking,Rest Area CA-1,35.8143765,-121.3590278,
supermarket,Carniceria El Brinquito,38.3198633,-122.4862731,95476
supermarket,Carniceria La Favorita,38.3186485,-122.4852867,95476
parking,Miwok Park,38.1152571,-122.6040769,94947
parking,Unnamed,40.4981043,-121.4277073,
parking,Curtz Lake Trailhead,38.7268734,-119.7899837,96120
hotel,Hotel & Cabins office,37.1110124,-119.319566,93664
parking,Kareem Lot / The Forum,33.9574427,-118.3401551,90292
supermarket,Maxim Market,37.334235,-121.856191,95122
supermarket,Story Supermarket,37.3329372,-121.85246,95122
supermarket,Good Luck Market,37.7427662,-122.479296,94116
parking,Unnamed,37.3700686,-122.0810099,94040
mall,Gateway Towne Center,33.8780513,-118.2198945,90220
parking,Unnamed,39.3082791,-122.7146816,
parking,Fishing pier access,39.3034342,-122.7088873,
parking,Unnamed,39.3036879,-122.713368,
parking,Unnamed,36.620062,-118.8092622,
supermarket,Tân Lập Supermarket,37.309198,-121.8474255,95111
parking,Unnamed,35.5936334,-121.1114098,93452
parking,Unnamed,35.5946233,-121.1095238,93452
parking,Unnamed,35.5993223,-121.1244929,93452
supermarket,Sierra City Store,39.565626,-120.63623,96125
parking,Unnamed,36.7106858,-118.8170111,
supermarket,Bharat Bazaar,37.3673611,-121.9972717,95051
hotel,Unnamed,32.7896603,-117.2527155,92109
supermarket,Đại Thành Supermarket,37.3303684,-121.88439,95113
supermarket,Aptos Natural Foods,36.9817188,-121.9106418,95003
parking,Unnamed,33.8471955,-118.1174126,90713
supermarket,Grocery Outlet,34.181428,-118.874504,91360
mall,The Shops at Heavenly Village,38.9561222,-119.9423711,96151
supermarket,Lucky,37.3230314,-121.827985,95122
supermarket,Lion Supermarket,37.3211458,-121.823828,95122
supermarket,Sprouts Farmers Market,37.3094073,-121.810676,95121
supermarket,Maxim Market,37.3099684,-121.8111454,95121
supermarket,Nob Hill,38.3241936,-122.2859373,94558
parking,Unnamed,37.0850225,-122.0753754,95005
supermarket,Seoul Korean Market,34.2189597,-118.230913,91020
supermarket,Liquors,34.2051835,-118.2245819,91020
parking,Unnamed,33.66983,-116.6743715,92561
parking,Unnamed,40.0326086,-122.1173598,96090
supermarket,Raley's,38.5829954,-121.514748,95605
supermarket,Arteaga's,38.5904104,-121.5256748,95605
supermarket,Grocery Outlet,37.9669929,-121.2735073,95205
supermarket,Yolo Fruit Stand,38.5615898,-121.6441703,95618
parking,Unnamed,39.2890623,-120.6916297,95715
parking,Bear Creek Trailhead,39.3097624,-120.6652792,95715
supermarket,Holiday Market,40.3074201,-121.2298894,96020
supermarket,Walmart Neighborhood Market,33.833236,-117.995057,92801
parking,Unnamed,38.0642974,-122.6469877,
parking,Unnamed,38.0588885,-122.6550095,94963
parking,Office Parking,34.3753498,-118.5247186,91321
parking,Heritage Junction Parking,34.3748887,-118.5238622,91321
parking,Unnamed,33.8828874,-117.9521568,92833
supermarket,Superior Super Warehouse,34.0220378,-117.9582938,91745
parking,Unnamed,33.7890368,-117.035503,92582
supermarket,Gazzail's Supermarket,37.7677359,-122.1774582,94615
parking,Unnamed,35.5280474,-120.6804741,93465
hotel,Tradewinds Airport Hotel,33.9451952,-118.3485826,90304
hotel,Unnamed,35.448054,-120.9034591,93430
parking,Unnamed,38.1745479,-122.6101118,
parking,Unnamed,38.1777056,-122.6020401,
parking,Unnamed,34.0335002,-117.2084177,92318
supermarket,Ralphs,34.1872297,-118.912394,91320
supermarket,Trader Joe's,34.2190603,-118.869057,91360
supermarket,Unnamed,34.186352,-118.9257244,91320
supermarket,Rubin's Market,37.749437,-122.413623,90103
supermarket,La Princesa Market,36.6794137,-121.6050655,93905
supermarket,El Rey Market,36.6768911,-121.6123431,93905
supermarket,Foods Co,36.6715281,-121.625783,93905
supermarket,Oak Park Market,36.7337604,-121.6370489,93906
supermarket,Super King,38.0080914,-121.310022,95207
parking,Unnamed,36.9997035,-122.0527585,95064
parking,Unnamed,36.999741,-122.0520447,95064
supermarket,Food 4 Less,34.0419614,-118.3100256,90019
supermarket,Sebastopol Community Market,38.403178,-122.8200165,95472
supermarket,F.E.E.D. Sonoma,38.4033929,-122.8213721,95472
parking,Unnamed,41.2899786,-122.2917476,96067
parking,Unnamed,33.7984178,-117.9161041,92802
supermarket,Fil Am Oriental Mart,33.8011662,-116.4577073,92234
supermarket,Unnamed,34.1861507,-118.9292867,91320
supermarket,Walmart Supercenter,33.0691844,-117.266312,92024
supermarket,El Nopalito,33.0370247,-117.2801537,92007
parking,Unnamed,34.545689,-119.7755074,
supermarket,Trader Joe's,34.1930814,-118.6255657,91307
parking,Unnamed,38.5522515,-121.7081936,95618
parking,Unnamed,33.7464498,-116.7108842,92549
parking,Unnamed,38.0239904,-119.253751,
hotel,Hotel Angels,9.9317317,-84.0680421,10104
hotel,Abril Hostel,9.9329927,-84.0655029,10101
hotel,Ara Macao Inn,9.9317302,-84.0669027,10104
hotel,Casa 69,9.9316803,-84.0676266,10104
supermarket,Good Neighbor European Deli Market,38.6592576,-121.3510341,95841
parking,Unnamed,37.2562111,-122.3703883,94060
parking,Unnamed,37.6198251,-119.0068541,93546
parking,Unnamed,37.9300583,-119.1538463,93541
hotel,Marriott's Shadow Ridge I-The Villages,33.7829534,-116.3845562,92211
hotel,Marriott's Shadow Ridge II - The Enclaves,33.7823649,-116.384363,92211
parking,Unnamed,38.5669977,-120.4413133,
parking,Unnamed,38.4906279,-120.2921593,
parking,Unnamed,38.9706751,-120.3908448,
parking,Unnamed,39.0510173,-120.4683877,
parking,Unnamed,39.0672923,-120.4402822,
parking,Unnamed,39.0736044,-120.4149568,
parking,Unnamed,39.0005948,-120.3146876,
parking,Unnamed,38.9996074,-120.3225812,
parking,Unnamed,38.9994868,-120.3260139,
parking,Unnamed,38.9932457,-120.3285534,
parking,Unnamed,38.8465458,-120.2367073,
parking,Unnamed,38.7064759,-120.0883019,95646
parking,Unnamed,38.7061716,-120.0882638,95646
parking,Unnamed,37.6545496,-118.8350208,
parking,Unnamed,37.6564943,-118.8320301,
parking,Unnamed,38.8898509,-120.3862791,
parking,Unnamed,38.8700613,-120.4413637,
parking,Unnamed,38.8430921,-120.4076523,
parking,Unnamed,38.8974751,-120.283093,
parking,Unnamed,38.8198262,-120.3165556,
parking,Unnamed,38.8199892,-120.3146978,95720
parking,Unnamed,38.8316498,-120.3492587,
parking,Unnamed,38.9419918,-120.512707,
parking,Unnamed,39.0645549,-120.5611937,
parking,Unnamed,38.9460338,-120.3867379,
parking,Unnamed,39.1238641,-120.4243143,
parking,Unnamed,39.1240272,-120.4251091,
parking,Unnamed,39.123512,-120.4242817,
parking,Unnamed,38.9101966,-120.6620954,
parking,Unnamed,38.7537833,-120.2665323,95720
supermarket,Vons,36.795317,-119.68425,93611
supermarket,SaveMart,36.8101207,-119.6737704,93619
parking,Unnamed,38.7733323,-120.2894272,95720
parking,Unnamed,38.7687446,-120.4472756,
parking,Unnamed,38.7699327,-120.4478336,
parking,Unnamed,34.1213612,-117.7853112,91750
parking,Unnamed,38.951569,-120.0860654,
parking,Unnamed,38.9627148,-120.0794319,
parking,Unnamed,38.9334282,-120.0455145,96158
parking,Unnamed,38.9253316,-122.3313185,
parking,Unnamed,38.938892,-122.3390922,
parking,Unnamed,38.0958168,-122.8872751,94937
parking,Turkey Flats,33.9016292,-115.8348914,
parking,Unnamed,39.4375543,-122.9688766,95649
parking,Unnamed,37.4510045,-119.6363012,
parking,Unnamed,37.3975722,-119.565068,
parking,Unnamed,37.3924381,-119.587224,
parking,Unnamed,37.3491259,-119.5913181,93604
parking,Unnamed,37.2938951,-119.5320934,93669
parking,Unnamed,37.2794866,-119.515454,93643
parking,Unnamed,37.3986849,-119.5100015,
parking,Mammoth Trailhead Parking Lot,37.5454796,-119.2295589,
parking,Unnamed,37.5477516,-119.2645524,
parking,Unnamed,37.3519086,-119.1759159,
parking,Unnamed,37.3537472,-119.2241731,
parking,Unnamed,37.3814371,-119.2330715,
parking,Unnamed,37.4149786,-119.1747402,
parking,Unnamed,36.2081359,-121.7375256,
parking,Unnamed,36.2083794,-121.7353496,
parking,Unnamed,36.1345447,-121.6466322,
parking,Unnamed,36.0840384,-121.4009531,
