Latitude,Longitude,Details,Required Chargers
37.231045,-120.501072,Vehicles Nearby: 114,2
37.020043,-120.625404,Vehicles Nearby: 35,1
37.672905999999976,-120.94659399999999,Vehicles Nearby: 1770,28
37.166199,-121.024432,Vehicles Nearby: 58,1
37.16084600000002,-121.98396599999997,Vehicles Nearby: 4874,77
34.083305,-117.968609,Vehicles Nearby: 14126,200.0
39.31403000000001,-123.249924,Vehicles Nearby: 53,1
37.671103000000016,-121.40655899999999,Vehicles Nearby: 1341,21
35.5030678,-119.2774005,Vehicles Nearby: 178,3
37.3303684,-121.88439,Vehicles Nearby: 24106,327.0
35.886767,-120.608661,Vehicles Nearby: 38,1
34.40778,-119.306554,Vehicles Nearby: 113,2
36.248797,-121.386631,Vehicles Nearby: 71,2
35.484966,-120.944417,Vehicles Nearby: 88,2
37.8347336,-122.248783,Vehicles Nearby: 20357,292.0
38.072109,-120.631346,Vehicles Nearby: 42,1
35.162393,-119.425116,Vehicles Nearby: 29,1
33.9706149,-118.1656423,Vehicles Nearby: 8659,56.0
37.325955,-121.193383,Vehicles Nearby: 98,2
36.789273,-119.140345,Vehicles Nearby: 23,1
41.068267,-124.1489841,Vehicles Nearby: 67,2
33.9677273,-117.2658869,Vehicles Nearby: 3372,22.0
38.527164,-123.00789199999998,Vehicles Nearby: 136,3
37.7233601,-122.3962416,Vehicles Nearby: 39957,596.0
32.57375500000001,-117.12087200000002,Vehicles Nearby: 2426,38
37.3606024,-120.7403361,Vehicles Nearby: 205,4
34.957206,-117.827391,Vehicles Nearby: 36,1
34.2344938,-118.5014299,Vehicles Nearby: 19193,247.0
36.83428900000001,-119.83335,Vehicles Nearby: 3275,42.0
32.7013147,-117.1974009,Vehicles Nearby: 7489,94.0
34.22419600000001,-118.63239399999999,Vehicles Nearby: 11777,175.0
37.55337599999999,-120.714055,Vehicles Nearby: 78,2
32.806763,-117.149407,Vehicles Nearby: 14948,149.0
37.949421,-121.157283,Vehicles Nearby: 124,2
38.9627361,-122.634245,Vehicles Nearby: 42,1
34.2605131,-118.326723,Vehicles Nearby: 8253,129
38.52807900000004,-122.82134900000001,Vehicles Nearby: 2192,23.0
33.527867,-116.64762,Vehicles Nearby: 20,1
39.009800999999996,-121.034707,Vehicles Nearby: 525,9
32.9494207,-117.2466505,Vehicles Nearby: 10498,155.0
38.399280999999995,-121.210116,Vehicles Nearby: 163,3
38.371537999999994,-122.487307,Vehicles Nearby: 205,3.0
33.50186000000005,-117.60864600000005,Vehicles Nearby: 8476,117.0
34.10775300000001,-118.61621900000002,Vehicles Nearby: 12093,188.0
36.614410000000014,-121.78690100000001,Vehicles Nearby: 1835,29
36.874755,-121.630732,Vehicles Nearby: 101,2
35.112617,-118.832292,Vehicles Nearby: 48,1
33.934335000000026,-117.36731899999995,Vehicles Nearby: 4187,64.0
39.940063,-120.891328,Vehicles Nearby: 27,1
33.8040036,-118.350904,Vehicles Nearby: 19391,259.0
38.523861,-120.376629,Vehicles Nearby: 34,1
34.108022999999974,-118.456964,Vehicles Nearby: 34415,528.0
33.15849999999995,-117.27716299999999,Vehicles Nearby: 9728,131.0
35.538809,-120.73989300000001,Vehicles Nearby: 822,13
34.0317908,-117.9130066,Vehicles Nearby: 16062,185.0
34.95934,-120.490081,Vehicles Nearby: 706,12
34.12977199999995,-118.330989,Vehicles Nearby: 37183,536.0
34.04151,-118.1918603,Vehicles Nearby: 18018,236.0
37.9539711,-122.0610372,Vehicles Nearby: 9155,61.0
37.612612,-121.108568,Vehicles Nearby: 150,3
37.129364,-119.219563,Vehicles Nearby: 9,1
38.4000578,-122.3604533,Vehicles Nearby: 114,2
37.131989,-118.15588,Vehicles Nearby: 8,1
38.012599,-122.687478,Vehicles Nearby: 281,5
39.593945,-121.581363,Vehicles Nearby: 66,2
34.624395,-120.137875,Vehicles Nearby: 441,2.0
33.492391,-116.837955,Vehicles Nearby: 42,1
34.737964,-120.543739,Vehicles Nearby: 58,1
39.92344599999999,-122.270806,Vehicles Nearby: 49,1
34.842425,-119.203723,Vehicles Nearby: 43,1
33.7263885,-117.9051156,Vehicles Nearby: 21263,276.0
34.689848,-118.533689,Vehicles Nearby: 42,1
36.905389000000014,-119.748632,Vehicles Nearby: 1935,31
38.72237400000001,-120.978633,Vehicles Nearby: 104,2
35.779507,-119.200825,Vehicles Nearby: 118,2
37.9883736,-122.590597,Vehicles Nearby: 6282,89.0
38.76407000000003,-121.287523,Vehicles Nearby: 8236,25.0
37.85290399999998,-122.54720700000003,Vehicles Nearby: 5520,68.0
32.8390419,-117.0986005,Vehicles Nearby: 15329,215.0
39.806096,-123.516147,Vehicles Nearby: 8,1
40.60306599999999,-122.186657,Vehicles Nearby: 51,1
32.66576199999999,-117.01865700000003,Vehicles Nearby: 9931,136.0
33.79519599999999,-116.93285599999999,Vehicles Nearby: 408,7
36.469275,-118.800919,Vehicles Nearby: 23,1
38.44913699999997,-122.793752,Vehicles Nearby: 3878,61
38.881182999999986,-121.169014,Vehicles Nearby: 717,12
37.7249429,-122.3939216,Vehicles Nearby: 31608,487.0
34.2708514,-119.170721,Vehicles Nearby: 3000,11.0
34.1927085,-118.5715064,Vehicles Nearby: 22685,318.0
34.15021200000002,-119.127729,Vehicles Nearby: 1232,18.0
37.95284400000001,-122.38197399999999,Vehicles Nearby: 3647,53.0
39.24905,-120.060428,Vehicles Nearby: 72,2
33.76563900000006,-117.79007499999994,Vehicles Nearby: 24990,354.0
33.9888385,-118.293159,Vehicles Nearby: 26809,413.0
34.297699,-119.014558,Vehicles Nearby: 119,2
38.6798655,-121.229027,Vehicles Nearby: 7472,115.0
37.554298,-122.49663199999999,Vehicles Nearby: 1686,25.0
33.69221699999999,-116.34124800000001,Vehicles Nearby: 2763,44
33.8556925,-118.1667143,Vehicles Nearby: 9946,134.0
34.2034285,-118.2986959,Vehicles Nearby: 18889,232.0
37.0890844,-122.0892896,Vehicles Nearby: 2627,42
37.861625,-120.480322,Vehicles Nearby: 33,1
34.899991,-116.654532,Vehicles Nearby: 9,1
38.3346278,-123.0496156,Vehicles Nearby: 181,3
34.7727,-118.791975,Vehicles Nearby: 18,1
34.0231421,-118.0369225,Vehicles Nearby: 10989,162.0
33.768539,-116.753396,Vehicles Nearby: 44,1
36.76886,-119.762393,Vehicles Nearby: 2287,10.0
38.51278700000001,-121.493618,Vehicles Nearby: 6084,86.0
40.270731,-121.039461,Vehicles Nearby: 13,1
38.628217,-123.160834,Vehicles Nearby: 34,1
36.5458801,-121.9275261,Vehicles Nearby: 1654,8.0
34.13945999999999,-118.16664899999998,Vehicles Nearby: 24247,266.0
35.486805,-120.485271,Vehicles Nearby: 26,1
33.66730100000001,-116.96350600000001,Vehicles Nearby: 1759,28
37.82559799999999,-121.005157,Vehicles Nearby: 99,2
37.247137,-122.273493,Vehicles Nearby: 87,2
34.17848300000002,-118.43179099999999,Vehicles Nearby: 26634,349.0
40.523099,-124.326421,Vehicles Nearby: 19,1
38.4724152,-121.44876,Vehicles Nearby: 5364,76.0
32.8035475,-117.0359028,Vehicles Nearby: 10456,140.0
38.116490000000006,-122.930351,Vehicles Nearby: 90,2
32.755239,-117.094062,Vehicles Nearby: 16378,239.0
37.6525286,-122.0532083,Vehicles Nearby: 10591,161.0
33.6170068,-117.6494139,Vehicles Nearby: 29563,412.0
38.99418700000001,-121.594591,Vehicles Nearby: 617,10
36.042151,-119.5277,Vehicles Nearby: 21,1
38.834145,-122.236936,Vehicles Nearby: 12,1
32.7518076,-117.001918,Vehicles Nearby: 7507,98.0
33.28527400000001,-117.19777699999999,Vehicles Nearby: 1089,18
33.6987822,-117.2438885,Vehicles Nearby: 4101,65
39.046931,-121.403091,Vehicles Nearby: 59,1
40.525724,-123.193917,Vehicles Nearby: 7,1
34.481108,-117.982006,Vehicles Nearby: 60,1
34.11936700000001,-117.85505399999998,Vehicles Nearby: 5779,80.0
37.6884059,-121.0108125,Vehicles Nearby: 2469,30.0
41.456579,-122.469367,Vehicles Nearby: 29,1
39.105127,-122.283003,Vehicles Nearby: 17,1
33.6256063,-117.9264928,Vehicles Nearby: 14455,226
37.95954900000003,-122.28357799999999,Vehicles Nearby: 8850,127.0
37.04225400000001,-121.930051,Vehicles Nearby: 2574,41
34.077059,-116.606626,Vehicles Nearby: 33,1
38.02973,-121.02389,Vehicles Nearby: 39,1
38.199576,-121.618273,Vehicles Nearby: 53,1
38.4978142,-122.8996465,Vehicles Nearby: 167,3
35.952426,-119.072843,Vehicles Nearby: 14,1
36.823834,-118.281246,Vehicles Nearby: 8,1
37.7753584,-122.145787,Vehicles Nearby: 9991,157
33.78306399999998,-118.02626800000002,Vehicles Nearby: 16544,190.0
33.9185466,-118.013281,Vehicles Nearby: 17999,258.0
38.482619,-120.899472,Vehicles Nearby: 35,1
34.168771,-118.05021600000002,Vehicles Nearby: 13560,169.0
32.7342001,-116.940956,Vehicles Nearby: 4896,77
39.639597,-120.247144,Vehicles Nearby: 7,1
34.1683201,-118.1335686,Vehicles Nearby: 18841,190.0
40.666691,-123.908396,Vehicles Nearby: 14,1
32.725349,-117.228983,Vehicles Nearby: 8731,125.0
38.313448,-121.123886,Vehicles Nearby: 32,1
39.161278,-122.745312,Vehicles Nearby: 13,1
37.09930800000001,-121.59923999999998,Vehicles Nearby: 3061,48
36.8378683,-119.68617,Vehicles Nearby: 3196,28.0
38.75013200000001,-120.675412,Vehicles Nearby: 61,1
36.525703,-120.952122,Vehicles Nearby: 6,1
36.63634400000001,-121.62397799999998,Vehicles Nearby: 1383,2.0
34.26587899999999,-118.45674800000002,Vehicles Nearby: 10744,149.0
37.3230314,-121.827985,Vehicles Nearby: 23924,326.0
35.848621,-120.938911,Vehicles Nearby: 10,1
34.152582999999964,-117.57770700000005,Vehicles Nearby: 7481,117
34.1643407,-118.2813278,Vehicles Nearby: 22628,262.0
34.912622,-120.619088,Vehicles Nearby: 53,1
39.053461000000006,-120.795632,Vehicles Nearby: 49,1
36.779046,-121.142439,Vehicles Nearby: 13,1
36.620634,-119.520731,Vehicles Nearby: 57,1
34.20524699999999,-119.174092,Vehicles Nearby: 3037,13.0
34.0097166,-118.1130682,Vehicles Nearby: 13295,130.0
40.9332,-122.382788,Vehicles Nearby: 12,1
32.626231,-116.61002,Vehicles Nearby: 11,1
33.8483863,-118.263479,Vehicles Nearby: 9925,130.0
33.75247600000001,-117.612554,Vehicles Nearby: 2920,46
38.5016047,-122.7513416,Vehicles Nearby: 3483,53.0
37.377787,-119.632385,Vehicles Nearby: 60,1
36.206269,-119.071075,Vehicles Nearby: 64,1
38.542448000000014,-122.419923,Vehicles Nearby: 424,7
39.259022,-121.776826,Vehicles Nearby: 120,2
33.91713999999999,-118.40426699999999,Vehicles Nearby: 36347,517.0
40.01945,-121.566635,Vehicles Nearby: 24,1
38.734513,-122.025346,Vehicles Nearby: 23,1
38.731694000000005,-122.906767,Vehicles Nearby: 59,1
39.319332,-120.399379,Vehicles Nearby: 22,1
37.4495974,-122.1881017,Vehicles Nearby: 18196,206.0
34.063516,-117.79037899999999,Vehicles Nearby: 10315,159.0
37.028835,-119.316654,Vehicles Nearby: 29,1
37.80721499999999,-122.30149699999996,Vehicles Nearby: 13074,140.0
36.7675325,-121.7602167,Vehicles Nearby: 74,2
34.510646,-116.896718,Vehicles Nearby: 14,1
34.442625,-117.541815,Vehicles Nearby: 140,3
38.886238,-120.979699,Vehicles Nearby: 80,2
36.092975,-121.549826,Vehicles Nearby: 13,1
33.92817900000001,-117.809285,Vehicles Nearby: 17573,253.0
34.4216866,-119.6778499,Vehicles Nearby: 3189,22.0
34.59448,-117.813666,Vehicles Nearby: 38,1
36.526597,-119.864103,Vehicles Nearby: 27,1
33.376467,-117.066121,Vehicles Nearby: 24,1
37.939765,-120.188046,Vehicles Nearby: 20,1
34.222079,-116.564222,Vehicles Nearby: 11,1
37.4106579,-122.1604958,Vehicles Nearby: 18402,217.0
40.67656399999999,-122.380909,Vehicles Nearby: 46,1
38.832519999999995,-123.472532,Vehicles Nearby: 117,2
38.187350000000016,-122.22407400000002,Vehicles Nearby: 2783,44
34.0250901,-118.3077277,Vehicles Nearby: 35605,542.0
39.301229,-121.337929,Vehicles Nearby: 31,1
37.666587,-120.411517,Vehicles Nearby: 17,1
33.323221,-116.66593,Vehicles Nearby: 14,1
34.04980899999999,-117.47061300000001,Vehicles Nearby: 2897,44.0
38.320860999999994,-122.64613800000001,Vehicles Nearby: 1120,18
32.648992,-116.152565,Vehicles Nearby: 9,1
33.76390499999998,-117.93138199999996,Vehicles Nearby: 22866,308.0
34.770605,-119.985205,Vehicles Nearby: 40,1
36.191268,-120.090097,Vehicles Nearby: 7,1
38.5485859,-121.3948422,Vehicles Nearby: 5675,86.0
38.603602,-120.85703,Vehicles Nearby: 69,2
33.988504999999996,-118.33635799999998,Vehicles Nearby: 30181,458.0
34.083016,-117.073317,Vehicles Nearby: 838,14
33.0222651,-117.2822594,Vehicles Nearby: 11417,148.0
38.6827463,-121.4552798,Vehicles Nearby: 3668,58
41.754853,-122.365534,Vehicles Nearby: 6,1
38.6798103,-121.270794,Vehicles Nearby: 5241,73.0
38.20023100000001,-121.235034,Vehicles Nearby: 479,8
36.624539000000006,-119.671874,Vehicles Nearby: 266,5
39.199469,-123.702253,Vehicles Nearby: 47,1
38.695997,-121.3640845,Vehicles Nearby: 3729,45.0
35.652911,-120.266428,Vehicles Nearby: 7,1
33.758663,-117.109484,Vehicles Nearby: 1157,19
34.1356634,-118.216452,Vehicles Nearby: 27824,411.0
37.6793441,-122.154365,Vehicles Nearby: 8946,94.0
35.592099,-118.297698,Vehicles Nearby: 8,1
33.298504,-116.924783,Vehicles Nearby: 58,1
37.242232,-120.240442,Vehicles Nearby: 7,1
34.180563,-118.3948091,Vehicles Nearby: 25549,389.0
34.059306,-117.390768,Vehicles Nearby: 2873,36.0
34.374009,-117.628429,Vehicles Nearby: 119,2
37.626489,-119.68128,Vehicles Nearby: 7,1
33.708982,-117.198853,Vehicles Nearby: 3105,27.0
38.43448300000001,-120.761659,Vehicles Nearby: 81,2
32.887989,-116.621354,Vehicles Nearby: 32,1
33.83795999999998,-117.87049399999997,Vehicles Nearby: 17573,245.0
33.845619,-118.038726,Vehicles Nearby: 21906,257.0
39.390917,-123.052841,Vehicles Nearby: 9,1
34.205287,-117.117403,Vehicles Nearby: 70,2
40.546631,-122.880891,Vehicles Nearby: 8,1
35.221906,-118.582566,Vehicles Nearby: 23,1
35.178504,-120.731961,Vehicles Nearby: 428,7
38.189115,-120.638708,Vehicles Nearby: 19,1
40.619998,-122.643642,Vehicles Nearby: 7,1
37.58891799999999,-120.855236,Vehicles Nearby: 836,14
39.604713000000004,-121.795288,Vehicles Nearby: 48,1
38.840217,-120.829757,Vehicles Nearby: 29,1
38.25242,-122.962717,Vehicles Nearby: 34,1
38.592309,-120.584657,Vehicles Nearby: 35,1
39.015251,-123.370756,Vehicles Nearby: 16,1
38.67854499999999,-121.37996900000002,Vehicles Nearby: 3645,54.0
33.61967200000005,-117.61208699999996,Vehicles Nearby: 15548,232.0
38.173556,-121.312247,Vehicles Nearby: 619,10
38.743384,-119.867624,Vehicles Nearby: 13,1
36.672683,-120.446521,Vehicles Nearby: 10,1
33.637201,-116.627212,Vehicles Nearby: 31,1
34.18566599999998,-118.23949399999997,Vehicles Nearby: 21397,290.0
33.8069162,-117.9227207,Vehicles Nearby: 22717,257.0
33.81981400000001,-118.22241600000001,Vehicles Nearby: 8636,101.0
37.394536,-120.890747,Vehicles Nearby: 357,6
34.243482,-117.281304,Vehicles Nearby: 510,8
33.14709,-116.717453,Vehicles Nearby: 11,1
39.722512,-122.004433,Vehicles Nearby: 10,1
37.8641059,-122.2462392,Vehicles Nearby: 18649,278.0
34.712216,-120.230146,Vehicles Nearby: 31,1
33.543835,-115.993906,Vehicles Nearby: 23,1
33.82233,-116.364238,Vehicles Nearby: 2085,28.0
38.0227801,-121.293185,Vehicles Nearby: 2275,18.0
38.281108,-119.384449,Vehicles Nearby: 10,1
37.9043493,-122.2677241,Vehicles Nearby: 13595,190.0
37.248335,-119.944935,Vehicles Nearby: 11,1
35.746484,-121.223355,Vehicles Nearby: 6,1
34.16919999999996,-118.372498,Vehicles Nearby: 27604,405.0
38.384706,-121.578722,Vehicles Nearby: 25,1
38.884891,-121.778654,Vehicles Nearby: 9,1
37.0852192,-122.0536731,Vehicles Nearby: 2998,31.0
36.651745000000005,-121.59944400000002,Vehicles Nearby: 1383,18.0
35.960636,-119.312992,Vehicles Nearby: 6,1
33.842584,-116.2929,Vehicles Nearby: 940,15
36.46271,-119.093242,Vehicles Nearby: 19,1
37.672535999999994,-120.887136,Vehicles Nearby: 1314,21
39.226549,-120.767022,Vehicles Nearby: 7,1
33.887088,-118.159741,Vehicles Nearby: 9631,135.0
38.4607321,-121.5056589,Vehicles Nearby: 4073,58.0
38.4426174,-122.5308898,Vehicles Nearby: 1052,15.0
37.988450999999976,-122.01300099999999,Vehicles Nearby: 5436,56.0
37.7346227,-122.4337115,Vehicles Nearby: 31655,381.0
34.407332,-117.911841,Vehicles Nearby: 25,1
40.496975,-123.930822,Vehicles Nearby: 9,1
35.044396,-120.620199,Vehicles Nearby: 232,4
40.580119,-122.041403,Vehicles Nearby: 7,1
34.07819499999998,-118.185501,Vehicles Nearby: 24231,320.0
38.936137,-123.119445,Vehicles Nearby: 21,1
33.9992225,-118.358,Vehicles Nearby: 43182,613.0
33.947305000000014,-118.439841,Vehicles Nearby: 33466,490.0
38.210353,-121.051256,Vehicles Nearby: 12,1
33.95029499999999,-118.02435199999998,Vehicles Nearby: 11567,159.0
32.654821,-116.465541,Vehicles Nearby: 39,1
40.914926,-123.668723,Vehicles Nearby: 9,1
37.41467,-120.586787,Vehicles Nearby: 35,1
40.055796,-123.969269,Vehicles Nearby: 7,1
37.374707,-122.18169800000001,Vehicles Nearby: 13433,204.0
34.0317653,-118.290833,Vehicles Nearby: 25586,365.0
37.57459,-121.853708,Vehicles Nearby: 9280,145
37.845600999999995,-121.950612,Vehicles Nearby: 8109,127
39.825228,-120.477053,Vehicles Nearby: 17,1
37.393503,-121.620009,Vehicles Nearby: 18,1
41.870812,-123.86277,Vehicles Nearby: 6,1
38.458864,-122.428831,Vehicles Nearby: 441,7
38.997166,-120.129625,Vehicles Nearby: 20,1
33.983697,-116.691398,Vehicles Nearby: 14,1
33.8321595,-118.2797865,Vehicles Nearby: 12875,151.0
37.943087,-122.72379,Vehicles Nearby: 172,3
33.9151817,-118.2646287,Vehicles Nearby: 10088,121.0
41.006417,-121.480741,Vehicles Nearby: 8,1
34.1635125,-118.256736,Vehicles Nearby: 22591,317.0
37.688826000000006,-122.408935,Vehicles Nearby: 31431,444.0
37.431392,-121.051294,Vehicles Nearby: 9,1
38.419902,-120.474458,Vehicles Nearby: 7,1
40.704869,-122.120038,Vehicles Nearby: 10,1
38.762986,-120.087069,Vehicles Nearby: 7,1
38.501363,-123.170879,Vehicles Nearby: 18,1
38.028939,-121.640521,Vehicles Nearby: 1102,18
39.225478,-122.922912,Vehicles Nearby: 8,1
35.715258,-118.507027,Vehicles Nearby: 6,1
34.0550794,-118.3865588,Vehicles Nearby: 39015,518.0
37.6540073,-120.9583183,Vehicles Nearby: 1874,20.0
34.0226595,-118.2516039,Vehicles Nearby: 15793,159.0
33.817630000000015,-117.81004600000001,Vehicles Nearby: 24371,377.0
39.2001213,-120.239023,Vehicles Nearby: 116,2
38.0218688,-122.261428,Vehicles Nearby: 3112,45.0
33.601984,-117.913001,Vehicles Nearby: 13326,197.0
38.549228,-121.278598,Vehicles Nearby: 4551,68.0
38.3938372,-120.6535458,Vehicles Nearby: 41,1
38.80129,-121.037936,Vehicles Nearby: 21,1
34.144617999999994,-117.30130099999998,Vehicles Nearby: 1346,19.0
36.9809058,-122.051951,Vehicles Nearby: 3727,46.0
39.244183,-123.563531,Vehicles Nearby: 11,1
37.748272,-122.216825,Vehicles Nearby: 14468,161.0
39.403217,-121.034486,Vehicles Nearby: 8,1
38.706906,-122.393997,Vehicles Nearby: 10,1
39.172726,-121.805819,Vehicles Nearby: 14,1
40.7290518,-122.8069563,Vehicles Nearby: 10,1
32.608865,-116.71966,Vehicles Nearby: 15,1
36.60076,-119.175485,Vehicles Nearby: 13,1
38.81782,-120.929272,Vehicles Nearby: 74,2
33.810743,-117.105415,Vehicles Nearby: 960,15
33.9598407,-118.2684904,Vehicles Nearby: 19705,295.0
38.299257,-120.626707,Vehicles Nearby: 16,1
34.0214108,-118.5062859,Vehicles Nearby: 25176,253.0
34.340222,-116.540435,Vehicles Nearby: 11,1
38.01269700000001,-122.639598,Vehicles Nearby: 3032,48
35.24512,-118.9411,Vehicles Nearby: 189,3
34.473884,-118.797181,Vehicles Nearby: 20,1
40.674987,-124.231146,Vehicles Nearby: 11,1
38.085839,-120.37855,Vehicles Nearby: 21,1
37.274612,-122.23242,Vehicles Nearby: 87,2
34.2189597,-118.230913,Vehicles Nearby: 13070,202.0
38.73314499999999,-121.468174,Vehicles Nearby: 1715,27
37.36553,-120.160164,Vehicles Nearby: 9,1
40.045637,-122.184859,Vehicles Nearby: 12,1
39.128363,-122.849302,Vehicles Nearby: 16,1
36.7708458,-119.8350155,Vehicles Nearby: 2614,28.0
38.8335824,-122.7180443,Vehicles Nearby: 17,1
32.725583,-115.47268,Vehicles Nearby: 189,3
38.61904900000002,-121.51755199999998,Vehicles Nearby: 7143,39.0
32.7220617,-117.1289514,Vehicles Nearby: 12601,164.0
37.114335,-122.237162,Vehicles Nearby: 15,1
40.322772,-123.920622,Vehicles Nearby: 9,1
38.936904,-120.772283,Vehicles Nearby: 13,1
38.282221,-121.924715,Vehicles Nearby: 2800,44
33.7906764,-118.3302815,Vehicles Nearby: 16379,243.0
37.991289,-120.262791,Vehicles Nearby: 221,4
39.344757,-121.264517,Vehicles Nearby: 35,1
40.654093,-121.822848,Vehicles Nearby: 7,1
38.985882,-120.978665,Vehicles Nearby: 173,3
39.805588,-120.665978,Vehicles Nearby: 6,1
39.108252,-123.645121,Vehicles Nearby: 10,1
33.9598714,-118.2544907,Vehicles Nearby: 9881,100.0
38.082829,-122.671527,Vehicles Nearby: 1027,17
32.67807,-116.306851,Vehicles Nearby: 9,1
34.495537,-117.756645,Vehicles Nearby: 7,1
33.0017251,-117.2358039,Vehicles Nearby: 15909,231.0
36.999336,-119.518794,Vehicles Nearby: 12,1
40.472423,-124.12184,Vehicles Nearby: 14,1
38.882973,-122.53272,Vehicles Nearby: 133,3
39.060921,-121.827155,Vehicles Nearby: 7,1
38.000494,-120.898152,Vehicles Nearby: 7,1
33.9342491,-118.2137411,Vehicles Nearby: 8028,120.0
37.3366639,-119.4198873,Vehicles Nearby: 6,1
38.19262,-120.95782,Vehicles Nearby: 16,1
38.672591,-121.3583445,Vehicles Nearby: 5566,76.0
36.655353,-119.593861,Vehicles Nearby: 174,3
39.435211,-121.551925,Vehicles Nearby: 6,1
38.833555,-121.498099,Vehicles Nearby: 9,1
38.140366,-121.589783,Vehicles Nearby: 63,1
34.263636,-117.69947,Vehicles Nearby: 8,1
36.585446,-120.173897,Vehicles Nearby: 6,1
34.0277426,-118.2001058,Vehicles Nearby: 13133,98.0
37.5241511,-122.5163805,Vehicles Nearby: 1686,27
39.176595,-121.291692,Vehicles Nearby: 12,1
41.950683,-124.097094,Vehicles Nearby: 6,1
37.331113,-120.294817,Vehicles Nearby: 11,1
38.5523286,-121.454139,Vehicles Nearby: 7485,78.0
38.344946,-122.948799,Vehicles Nearby: 99,2
34.00363800000001,-118.30880600000002,Vehicles Nearby: 30252,469.0
37.9668564,-121.2747664,Vehicles Nearby: 1636,14.0
38.516474,-120.688517,Vehicles Nearby: 30,1
38.752774,-122.557196,Vehicles Nearby: 144,3
40.685336,-122.016069,Vehicles Nearby: 8,1
38.4672309,-123.0115548,Vehicles Nearby: 218,4
34.259272,-117.520971,Vehicles Nearby: 2113,34
38.029069,-122.726523,Vehicles Nearby: 281,5
39.064446,-122.626701,Vehicles Nearby: 14,1
36.450225,-119.934478,Vehicles Nearby: 9,1
39.409686,-121.756653,Vehicles Nearby: 61,1
33.7753644,-117.8587436,Vehicles Nearby: 22938,267.0
38.995557,-121.353545,Vehicles Nearby: 1640,26
36.724723,-119.192779,Vehicles Nearby: 23,1
37.873793,-121.290146,Vehicles Nearby: 1784,16.0
34.093661,-116.936222,Vehicles Nearby: 10,1
37.316807,-120.855753,Vehicles Nearby: 56,1
39.361097,-123.8086451,Vehicles Nearby: 72,2
36.7423058,-119.7709994,Vehicles Nearby: 2216,9.0
39.106099,-121.36818,Vehicles Nearby: 45,1
39.067274,-120.177798,Vehicles Nearby: 101,2
33.680226,-117.526144,Vehicles Nearby: 1851,29
36.304539,-119.204896,Vehicles Nearby: 304,5
38.855811,-121.182313,Vehicles Nearby: 1517,14.0
38.662983000000004,-121.401113,Vehicles Nearby: 4727,62.0
37.331714,-122.341466,Vehicles Nearby: 12,1
38.227003,-120.514561,Vehicles Nearby: 7,1
36.047414,-119.344304,Vehicles Nearby: 10,1
38.17857,-122.88319,Vehicles Nearby: 108,2
39.432882,-121.261143,Vehicles Nearby: 21,1
38.065529,-120.170699,Vehicles Nearby: 38,1
38.1038505,-122.2783418,Vehicles Nearby: 3169,36.0
40.82548599999999,-124.049485,Vehicles Nearby: 257,5
37.558453,-120.90988,Vehicles Nearby: 1054,17
36.95594,-119.335294,Vehicles Nearby: 29,1
34.1217115,-117.3235343,Vehicles Nearby: 1346,5.0
39.258198,-123.76156,Vehicles Nearby: 107,2
33.7215827,-118.0750655,Vehicles Nearby: 10566,153.0
37.470288,-120.671083,Vehicles Nearby: 7,1
39.224354,-121.151625,Vehicles Nearby: 167,3
33.9314082,-118.3431138,Vehicles Nearby: 35150,487.0
38.0557373,-122.2378442,Vehicles Nearby: 3654,58
36.313344,-119.708452,Vehicles Nearby: 458,8
34.2382347,-117.2369441,Vehicles Nearby: 519,6.0
33.606232,-117.889651,Vehicles Nearby: 12936,191.0
36.503322,-119.286328,Vehicles Nearby: 6,1
38.433216,-122.869001,Vehicles Nearby: 1860,28.0
37.438672000000004,-122.011582,Vehicles Nearby: 23798,362.0
38.157794,-121.520223,Vehicles Nearby: 27,1
38.156411,-121.1534949,Vehicles Nearby: 359,6
33.346808,-116.853215,Vehicles Nearby: 58,1
38.97664,-123.604802,Vehicles Nearby: 39,1
37.914513,-122.64689,Vehicles Nearby: 2871,45
37.608303,-120.685156,Vehicles Nearby: 140,3
40.244215,-123.888871,Vehicles Nearby: 8,1
39.2481991,-120.0140101,Vehicles Nearby: 72,2
38.490508,-121.284171,Vehicles Nearby: 3430,54
34.421964,-119.593483,Vehicles Nearby: 1790,20.0
39.232027,-120.096413,Vehicles Nearby: 72,2
38.756184,-122.195438,Vehicles Nearby: 12,1
38.910748,-120.908621,Vehicles Nearby: 63,1
38.231547,-122.928226,Vehicles Nearby: 45,1
38.426699,-120.825717,Vehicles Nearby: 83,2
38.318624,-121.554752,Vehicles Nearby: 26,1
36.82815,-121.776583,Vehicles Nearby: 74,2
39.311704,-120.328125,Vehicles Nearby: 22,1
34.153159,-117.968818,Vehicles Nearby: 7712,110.0
39.038809,-120.97753,Vehicles Nearby: 173,3
32.846363,-116.557729,Vehicles Nearby: 32,1
36.15118,-119.049222,Vehicles Nearby: 64,1
38.84223,-121.572164,Vehicles Nearby: 9,1
38.689261,-120.054975,Vehicles Nearby: 7,1
37.833901,-122.165034,Vehicles Nearby: 15353,240
33.915839,-116.559873,Vehicles Nearby: 1314,20.0
34.254361,-117.326453,Vehicles Nearby: 865,14
36.588003,-121.398912,Vehicles Nearby: 53,1
34.21474,-117.192326,Vehicles Nearby: 1324,10.0
37.826372,-121.622546,Vehicles Nearby: 3227,51
